start_node,relation,end_node
POI/288625,PLA,Area/29
POI/288631,PLA,Area/29
POI/288813,PLA,Area/150
POI/288815,PLA,Area/150
POI/288817,PLA,Area/150
POI/288819,PLA,Area/150
POI/288825,PLA,Area/29
POI/288827,PLA,Area/29
POI/288829,PLA,Area/29
POI/288831,PLA,Area/29
POI/288832,PLA,Area/29
POI/288834,PLA,Area/29
POI/288836,PLA,Area/29
POI/288838,PLA,Area/29
POI/288840,PLA,Area/29
POI/288842,PLA,Area/29
POI/288844,PLA,Area/29
POI/288862,PLA,Area/29
POI/288934,PLA,Area/29
POI/288941,PLA,Area/29
POI/288949,PLA,Area/29
POI/288954,PLA,Area/29
POI/288958,PLA,Area/29
POI/288959,PLA,Area/29
POI/288961,PLA,Area/29
POI/288966,PLA,Area/29
POI/288969,PLA,Area/29
POI/288977,PLA,Area/29
POI/288981,PLA,Area/29
POI/288987,PLA,Area/29
POI/288993,PLA,Area/29
POI/289002,PLA,Area/29
POI/289004,PLA,Area/29
POI/289014,PLA,Area/29
POI/289019,PLA,Area/29
POI/289026,PLA,Area/29
POI/289028,PLA,Area/29
POI/289032,PLA,Area/29
POI/289034,PLA,Area/29
POI/289036,PLA,Area/29
POI/289037,PLA,Area/29
POI/289038,PLA,Area/29
POI/289052,PLA,Area/29
POI/289055,PLA,Area/29
POI/289057,PLA,Area/29
POI/289061,PLA,Area/29
POI/289062,PLA,Area/29
POI/289067,PLA,Area/29
POI/289071,PLA,Area/29
POI/289073,PLA,Area/29
POI/289076,PLA,Area/29
POI/289078,PLA,Area/29
POI/289083,PLA,Area/29
POI/289092,PLA,Area/29
POI/289094,PLA,Area/29
POI/289122,PLA,Area/29
POI/289124,PLA,Area/29
POI/289174,PLA,Area/29
POI/289177,PLA,Area/29
POI/289185,PLA,Area/29
POI/289429,PLA,Area/175
POI/290766,PLA,Area/29
POI/290779,PLA,Area/29
POI/290816,PLA,Area/29
POI/290818,PLA,Area/29
POI/290828,PLA,Area/29
POI/290830,PLA,Area/29
POI/290832,PLA,Area/29
POI/290834,PLA,Area/29
POI/290836,PLA,Area/29
POI/290849,PLA,Area/29
POI/290900,PLA,Area/29
POI/290901,PLA,Area/29
POI/290910,PLA,Area/29
POI/290937,PLA,Area/29
POI/290943,PLA,Area/29
POI/290944,PLA,Area/29
POI/290945,PLA,Area/29
POI/290947,PLA,Area/29
POI/290949,PLA,Area/29
POI/290951,PLA,Area/29
POI/290952,PLA,Area/29
POI/290953,PLA,Area/29
POI/290955,PLA,Area/29
POI/290956,PLA,Area/29
POI/290957,PLA,Area/29
POI/290958,PLA,Area/29
POI/290959,PLA,Area/29
POI/290960,PLA,Area/29
POI/290961,PLA,Area/29
POI/290962,PLA,Area/29
POI/290963,PLA,Area/29
POI/290976,PLA,Area/29
POI/290983,PLA,Area/29
POI/290988,PLA,Area/29
POI/290991,PLA,Area/29
POI/291024,PLA,Area/29
POI/291025,PLA,Area/29
POI/291027,PLA,Area/29
POI/291028,PLA,Area/29
POI/291029,PLA,Area/29
POI/291030,PLA,Area/29
POI/291031,PLA,Area/29
POI/291032,PLA,Area/29
POI/291033,PLA,Area/29
POI/291034,PLA,Area/29
POI/291035,PLA,Area/29
POI/291037,PLA,Area/29
POI/291038,PLA,Area/29
POI/291039,PLA,Area/29
POI/291040,PLA,Area/29
POI/291041,PLA,Area/29
POI/291042,PLA,Area/29
POI/291043,PLA,Area/29
POI/291044,PLA,Area/29
POI/291046,PLA,Area/29
POI/291047,PLA,Area/29
POI/291050,PLA,Area/29
POI/291053,PLA,Area/29
POI/291055,PLA,Area/29
POI/291056,PLA,Area/29
POI/291057,PLA,Area/29
POI/291060,PLA,Area/29
POI/291063,PLA,Area/29
POI/291064,PLA,Area/29
POI/291065,PLA,Area/29
POI/291066,PLA,Area/29
POI/291150,PLA,Area/29
POI/291152,PLA,Area/29
POI/291154,PLA,Area/29
POI/291157,PLA,Area/29
POI/291160,PLA,Area/29
POI/291163,PLA,Area/29
POI/291167,PLA,Area/29
POI/291169,PLA,Area/29
POI/291172,PLA,Area/29
POI/291174,PLA,Area/29
POI/291177,PLA,Area/29
POI/291179,PLA,Area/29
POI/291180,PLA,Area/29
POI/291182,PLA,Area/29
POI/291185,PLA,Area/29
POI/291187,PLA,Area/29
POI/291190,PLA,Area/29
POI/291203,PLA,Area/29
POI/291206,PLA,Area/29
POI/291606,PLA,Area/29
POI/291613,PLA,Area/29
POI/291614,PLA,Area/29
POI/291616,PLA,Area/29
POI/291617,PLA,Area/29
POI/291618,PLA,Area/29
POI/291621,PLA,Area/29
POI/291622,PLA,Area/29
POI/291623,PLA,Area/29
POI/291624,PLA,Area/29
POI/291625,PLA,Area/29
POI/291626,PLA,Area/29
POI/291627,PLA,Area/29
POI/291628,PLA,Area/29
POI/291629,PLA,Area/29
POI/291630,PLA,Area/29
POI/291631,PLA,Area/29
POI/291632,PLA,Area/29
POI/291633,PLA,Area/29
POI/291634,PLA,Area/29
POI/291635,PLA,Area/29
POI/291636,PLA,Area/29
POI/291637,PLA,Area/29
POI/291638,PLA,Area/29
POI/291639,PLA,Area/29
POI/291640,PLA,Area/29
POI/291648,PLA,Area/29
POI/291649,PLA,Area/29
POI/291650,PLA,Area/29
POI/291651,PLA,Area/29
POI/291652,PLA,Area/29
POI/291655,PLA,Area/29
POI/291658,PLA,Area/29
POI/291659,PLA,Area/29
POI/291661,PLA,Area/29
POI/291663,PLA,Area/29
POI/291666,PLA,Area/29
POI/291679,PLA,Area/29
POI/291687,PLA,Area/29
POI/291688,PLA,Area/29
POI/291689,PLA,Area/29
POI/291691,PLA,Area/29
POI/291692,PLA,Area/29
POI/291693,PLA,Area/29
POI/291696,PLA,Area/29
POI/291700,PLA,Area/29
POI/291703,PLA,Area/29
POI/291705,PLA,Area/29
POI/291707,PLA,Area/29
POI/292061,PLA,Area/29
POI/292062,PLA,Area/29
POI/292063,PLA,Area/29
POI/292064,PLA,Area/29
POI/292075,PLA,Area/29
POI/292078,PLA,Area/29
POI/292082,PLA,Area/29
POI/292085,PLA,Area/29
POI/292098,PLA,Area/29
POI/292099,PLA,Area/29
POI/292100,PLA,Area/29
POI/292105,PLA,Area/29
POI/292106,PLA,Area/29
POI/292107,PLA,Area/29
POI/292117,PLA,Area/29
POI/292118,PLA,Area/29
POI/292119,PLA,Area/29
POI/292120,PLA,Area/29
POI/292121,PLA,Area/29
POI/292122,PLA,Area/29
POI/292123,PLA,Area/29
POI/292128,PLA,Area/29
POI/293311,PLA,Area/29
POI/293312,PLA,Area/29
POI/293313,PLA,Area/29
POI/293315,PLA,Area/29
POI/293325,PLA,Area/29
POI/293328,PLA,Area/29
POI/293332,PLA,Area/29
POI/293339,PLA,Area/29
POI/293342,PLA,Area/29
POI/293354,PLA,Area/29
POI/293355,PLA,Area/29
POI/293356,PLA,Area/29
POI/293357,PLA,Area/29
POI/293360,PLA,Area/29
POI/293362,PLA,Area/29
POI/293369,PLA,Area/29
POI/293372,PLA,Area/29
POI/293378,PLA,Area/29
POI/293391,PLA,Area/29
POI/293429,PLA,Area/29
POI/293460,PLA,Area/29
POI/293461,PLA,Area/29
POI/293466,PLA,Area/29
POI/293471,PLA,Area/29
POI/293477,PLA,Area/29
POI/294617,PLA,Area/150
POI/294626,PLA,Area/150
POI/294701,PLA,Area/150
POI/294725,PLA,Area/150
POI/294731,PLA,Area/150
POI/294761,PLA,Area/150
POI/294767,PLA,Area/150
POI/294785,PLA,Area/150
POI/295851,PLA,Area/150
POI/295855,PLA,Area/150
POI/296078,PLA,Area/150
POI/296112,PLA,Area/150
POI/296593,PLA,Area/14
POI/296595,PLA,Area/14
POI/296598,PLA,Area/14
POI/296600,PLA,Area/14
POI/296602,PLA,Area/14
POI/296604,PLA,Area/14
POI/296607,PLA,Area/14
POI/296609,PLA,Area/14
POI/296641,PLA,Area/14
POI/296683,PLA,Area/14
POI/302363,PLA,Area/175
POI/302367,PLA,Area/175
POI/302369,PLA,Area/175
POI/302371,PLA,Area/175
POI/302375,PLA,Area/175
POI/302382,PLA,Area/175
POI/302383,PLA,Area/175
POI/302394,PLA,Area/175
POI/302401,PLA,Area/175
POI/302403,PLA,Area/175
POI/302406,PLA,Area/175
POI/302436,PLA,Area/175
POI/302458,PLA,Area/175
POI/302461,PLA,Area/175
POI/302462,PLA,Area/175
POI/302469,PLA,Area/175
POI/302475,PLA,Area/175
POI/302479,PLA,Area/175
POI/302505,PLA,Area/175
POI/302512,PLA,Area/175
POI/302515,PLA,Area/175
POI/302531,PLA,Area/175
POI/302532,PLA,Area/175
POI/302549,PLA,Area/175
POI/302556,PLA,Area/175
POI/302559,PLA,Area/175
POI/302567,PLA,Area/175
POI/302578,PLA,Area/175
POI/302579,PLA,Area/175
POI/302580,PLA,Area/175
POI/302581,PLA,Area/175
POI/302588,PLA,Area/175
POI/302592,PLA,Area/175
POI/302596,PLA,Area/175
POI/302599,PLA,Area/175
POI/302611,PLA,Area/175
POI/302614,PLA,Area/175
POI/302615,PLA,Area/175
POI/302618,PLA,Area/175
POI/302621,PLA,Area/175
POI/302625,PLA,Area/175
POI/302629,PLA,Area/175
POI/302637,PLA,Area/175
POI/302638,PLA,Area/175
POI/302641,PLA,Area/175
POI/302642,PLA,Area/175
POI/302653,PLA,Area/175
POI/302684,PLA,Area/175
POI/302686,PLA,Area/175
POI/302694,PLA,Area/175
POI/302697,PLA,Area/175
POI/302700,PLA,Area/175
POI/302701,PLA,Area/175
POI/302705,PLA,Area/175
POI/302710,PLA,Area/175
POI/302721,PLA,Area/175
POI/302723,PLA,Area/175
POI/302724,PLA,Area/175
POI/302726,PLA,Area/175
POI/302728,PLA,Area/175
POI/302730,PLA,Area/175
POI/302732,PLA,Area/175
POI/302733,PLA,Area/175
POI/302736,PLA,Area/175
POI/302737,PLA,Area/175
POI/302740,PLA,Area/175
POI/302741,PLA,Area/175
POI/302742,PLA,Area/175
POI/302744,PLA,Area/175
POI/302747,PLA,Area/175
POI/302749,PLA,Area/175
POI/302751,PLA,Area/175
POI/302753,PLA,Area/175
POI/302754,PLA,Area/175
POI/302756,PLA,Area/175
POI/302758,PLA,Area/175
POI/302759,PLA,Area/175
POI/302760,PLA,Area/175
POI/302822,PLA,Area/175
POI/302837,PLA,Area/175
POI/302888,PLA,Area/175
POI/302889,PLA,Area/175
POI/302977,PLA,Area/175
POI/303090,PLA,Area/175
POI/303103,PLA,Area/175
POI/303109,PLA,Area/175
POI/303521,PLA,Area/29
POI/303522,PLA,Area/150
POI/303528,PLA,Area/150
POI/303541,PLA,Area/29
POI/303545,PLA,Area/150
POI/303557,PLA,Area/29
POI/303558,PLA,Area/29
POI/303559,PLA,Area/29
POI/303570,PLA,Area/150
POI/303573,PLA,Area/150
POI/303574,PLA,Area/29
POI/303575,PLA,Area/150
POI/303576,PLA,Area/150
POI/303577,PLA,Area/29
POI/303578,PLA,Area/29
POI/303581,PLA,Area/29
POI/303584,PLA,Area/150
POI/303589,PLA,Area/150
POI/303591,PLA,Area/150
POI/303593,PLA,Area/150
POI/303603,PLA,Area/29
POI/303605,PLA,Area/150
POI/303607,PLA,Area/150
POI/303608,PLA,Area/150
POI/303610,PLA,Area/150
POI/303611,PLA,Area/150
POI/303612,PLA,Area/150
POI/303745,PLA,Area/150
POI/303747,PLA,Area/150
POI/303748,PLA,Area/150
POI/303750,PLA,Area/150
POI/303752,PLA,Area/150
POI/303754,PLA,Area/150
POI/303756,PLA,Area/150
POI/303758,PLA,Area/150
POI/303763,PLA,Area/150
POI/303764,PLA,Area/150
POI/303766,PLA,Area/150
POI/303767,PLA,Area/150
POI/303769,PLA,Area/150
POI/303771,PLA,Area/150
POI/303772,PLA,Area/150
POI/303783,PLA,Area/150
POI/303784,PLA,Area/150
POI/303785,PLA,Area/150
POI/303787,PLA,Area/150
POI/303788,PLA,Area/150
POI/303789,PLA,Area/150
POI/303790,PLA,Area/150
POI/303791,PLA,Area/150
POI/303792,PLA,Area/150
POI/303793,PLA,Area/150
POI/303798,PLA,Area/150
POI/303801,PLA,Area/150
POI/303802,PLA,Area/150
POI/303805,PLA,Area/150
POI/303806,PLA,Area/150
POI/303810,PLA,Area/150
POI/303818,PLA,Area/150
POI/303819,PLA,Area/150
POI/303820,PLA,Area/150
POI/303821,PLA,Area/150
POI/303822,PLA,Area/150
POI/303823,PLA,Area/150
POI/303825,PLA,Area/150
POI/303828,PLA,Area/150
POI/303833,PLA,Area/150
POI/303834,PLA,Area/150
POI/303835,PLA,Area/150
POI/303839,PLA,Area/150
POI/303840,PLA,Area/150
POI/303841,PLA,Area/150
POI/303842,PLA,Area/150
POI/304517,PLA,Area/150
POI/304522,PLA,Area/150
POI/304577,PLA,Area/150
POI/304592,PLA,Area/150
POI/304623,PLA,Area/150
POI/304624,PLA,Area/150
POI/304626,PLA,Area/150
POI/304627,PLA,Area/150
POI/304669,PLA,Area/150
POI/304670,PLA,Area/150
POI/304671,PLA,Area/150
POI/304717,PLA,Area/150
POI/304720,PLA,Area/150
POI/304732,PLA,Area/150
POI/304749,PLA,Area/150
POI/304752,PLA,Area/150
POI/304757,PLA,Area/150
POI/304762,PLA,Area/150
POI/304765,PLA,Area/150
POI/304777,PLA,Area/150
POI/304779,PLA,Area/150
POI/304781,PLA,Area/150
POI/304792,PLA,Area/150
POI/304822,PLA,Area/150
POI/304871,PLA,Area/150
POI/304873,PLA,Area/150
POI/304874,PLA,Area/150
POI/304875,PLA,Area/150
POI/304876,PLA,Area/150
POI/304877,PLA,Area/150
POI/304878,PLA,Area/150
POI/304904,PLA,Area/150
POI/304905,PLA,Area/150
POI/304906,PLA,Area/150
POI/304907,PLA,Area/150
POI/304908,PLA,Area/150
POI/304928,PLA,Area/150
POI/304945,PLA,Area/150
POI/304960,PLA,Area/150
POI/304967,PLA,Area/150
POI/305115,PLA,Area/175
POI/305117,PLA,Area/175
POI/305122,PLA,Area/175
POI/305124,PLA,Area/175
POI/305125,PLA,Area/175
POI/305127,PLA,Area/175
POI/305129,PLA,Area/175
POI/305131,PLA,Area/175
POI/305149,PLA,Area/175
POI/305151,PLA,Area/175
POI/305152,PLA,Area/175
POI/305156,PLA,Area/175
POI/305157,PLA,Area/175
POI/305159,PLA,Area/175
POI/305161,PLA,Area/175
POI/305167,PLA,Area/175
POI/305170,PLA,Area/175
POI/305177,PLA,Area/175
POI/305180,PLA,Area/175
POI/305184,PLA,Area/175
POI/305189,PLA,Area/175
POI/305191,PLA,Area/175
POI/305197,PLA,Area/175
POI/305199,PLA,Area/175
POI/305202,PLA,Area/175
POI/305204,PLA,Area/175
POI/305210,PLA,Area/175
POI/305213,PLA,Area/175
POI/305217,PLA,Area/175
POI/305222,PLA,Area/175
POI/305225,PLA,Area/175
POI/305229,PLA,Area/175
POI/305234,PLA,Area/175
POI/305238,PLA,Area/175
POI/305241,PLA,Area/175
POI/305247,PLA,Area/175
POI/305251,PLA,Area/175
POI/305253,PLA,Area/175
POI/305260,PLA,Area/175
POI/305262,PLA,Area/175
POI/305267,PLA,Area/175
POI/305274,PLA,Area/175
POI/305278,PLA,Area/175
POI/305283,PLA,Area/175
POI/305291,PLA,Area/175
POI/305298,PLA,Area/175
POI/305306,PLA,Area/175
POI/305310,PLA,Area/175
POI/305327,PLA,Area/175
POI/305330,PLA,Area/175
POI/305332,PLA,Area/175
POI/305334,PLA,Area/175
POI/305336,PLA,Area/175
POI/305350,PLA,Area/175
POI/305356,PLA,Area/175
POI/305362,PLA,Area/175
POI/305370,PLA,Area/175
POI/305372,PLA,Area/175
POI/305377,PLA,Area/175
POI/305381,PLA,Area/175
POI/305384,PLA,Area/175
POI/305388,PLA,Area/175
POI/305390,PLA,Area/175
POI/305393,PLA,Area/175
POI/305399,PLA,Area/175
POI/305401,PLA,Area/175
POI/305407,PLA,Area/175
POI/305409,PLA,Area/175
POI/305411,PLA,Area/175
POI/305413,PLA,Area/175
POI/305414,PLA,Area/175
POI/305417,PLA,Area/175
POI/305419,PLA,Area/175
POI/305421,PLA,Area/175
POI/305422,PLA,Area/175
POI/305424,PLA,Area/175
POI/305426,PLA,Area/175
POI/305428,PLA,Area/175
POI/305432,PLA,Area/175
POI/305434,PLA,Area/175
POI/305436,PLA,Area/175
POI/305438,PLA,Area/175
POI/305440,PLA,Area/175
POI/305443,PLA,Area/175
POI/305445,PLA,Area/175
POI/305447,PLA,Area/175
POI/305448,PLA,Area/175
POI/305452,PLA,Area/175
POI/305465,PLA,Area/175
POI/305470,PLA,Area/175
POI/305474,PLA,Area/175
POI/305478,PLA,Area/175
POI/305495,PLA,Area/175
POI/305501,PLA,Area/175
POI/305509,PLA,Area/175
POI/305514,PLA,Area/175
POI/305558,PLA,Area/175
POI/305618,PLA,Area/175
POI/305621,PLA,Area/175
POI/305630,PLA,Area/175
POI/305649,PLA,Area/175
POI/305656,PLA,Area/175
POI/305662,PLA,Area/175
POI/305668,PLA,Area/175
POI/305677,PLA,Area/175
POI/305680,PLA,Area/175
POI/305681,PLA,Area/175
POI/305688,PLA,Area/175
POI/305693,PLA,Area/175
POI/305706,PLA,Area/175
POI/305719,PLA,Area/175
POI/305732,PLA,Area/175
POI/305736,PLA,Area/175
POI/305740,PLA,Area/175
POI/305745,PLA,Area/175
POI/305746,PLA,Area/175
POI/305748,PLA,Area/175
POI/305751,PLA,Area/175
POI/305754,PLA,Area/175
POI/305762,PLA,Area/175
POI/305764,PLA,Area/175
POI/305766,PLA,Area/175
POI/305774,PLA,Area/175
POI/305775,PLA,Area/175
POI/305780,PLA,Area/175
POI/305783,PLA,Area/175
POI/305786,PLA,Area/175
POI/305790,PLA,Area/175
POI/305795,PLA,Area/175
POI/306288,PLA,Area/210
POI/306291,PLA,Area/210
POI/306293,PLA,Area/210
POI/306325,PLA,Area/210
POI/306356,PLA,Area/210
POI/306357,PLA,Area/210
POI/306358,PLA,Area/210
POI/306359,PLA,Area/210
POI/306360,PLA,Area/210
POI/306384,PLA,Area/210
POI/306385,PLA,Area/210
POI/306582,PLA,Area/175
POI/306585,PLA,Area/175
POI/306756,PLA,Area/175
POI/306804,PLA,Area/210
POI/306813,PLA,Area/210
POI/306814,PLA,Area/210
POI/306865,PLA,Area/210
POI/306875,PLA,Area/210
POI/306891,PLA,Area/210
POI/307895,PLA,Area/175
POI/307908,PLA,Area/175
POI/308007,PLA,Area/175
POI/308009,PLA,Area/175
POI/308123,PLA,Area/210
POI/308132,PLA,Area/210
POI/308133,PLA,Area/210
POI/308149,PLA,Area/210
POI/308551,PLA,Area/175
POI/308552,PLA,Area/175
POI/308553,PLA,Area/175
POI/308554,PLA,Area/175
POI/308562,PLA,Area/175
POI/308564,PLA,Area/175
POI/308566,PLA,Area/175
POI/308568,PLA,Area/175
POI/308602,PLA,Area/122
POI/308659,PLA,Area/122
POI/308673,PLA,Area/122
POI/308960,PLA,Area/210
POI/308970,PLA,Area/210
POI/308991,PLA,Area/210
POI/309002,PLA,Area/210
POI/309004,PLA,Area/210
POI/309006,PLA,Area/210
POI/309031,PLA,Area/210
POI/309037,PLA,Area/210
POI/309044,PLA,Area/210
POI/309050,PLA,Area/210
POI/309056,PLA,Area/210
POI/309061,PLA,Area/210
POI/309065,PLA,Area/210
POI/309070,PLA,Area/210
POI/309076,PLA,Area/210
POI/309079,PLA,Area/210
POI/309132,PLA,Area/210
POI/309224,PLA,Area/210
POI/309236,PLA,Area/210
POI/309242,PLA,Area/210
POI/309256,PLA,Area/210
POI/309286,PLA,Area/210
POI/309291,PLA,Area/210
POI/309329,PLA,Area/210
POI/309350,PLA,Area/210
POI/309354,PLA,Area/210
POI/310218,PLA,Area/210
POI/310220,PLA,Area/210
POI/310228,PLA,Area/210
POI/310235,PLA,Area/210
POI/310241,PLA,Area/210
POI/310242,PLA,Area/210
POI/311060,PLA,Area/29
POI/311061,PLA,Area/29
POI/311063,PLA,Area/29
POI/311064,PLA,Area/29
POI/311065,PLA,Area/29
POI/311066,PLA,Area/29
POI/311067,PLA,Area/29
POI/311069,PLA,Area/29
POI/311072,PLA,Area/29
POI/311073,PLA,Area/29
POI/311074,PLA,Area/29
POI/311077,PLA,Area/29
POI/311078,PLA,Area/29
POI/311082,PLA,Area/29
POI/311084,PLA,Area/29
POI/311093,PLA,Area/29
POI/311096,PLA,Area/29
POI/311099,PLA,Area/29
POI/311100,PLA,Area/29
POI/311102,PLA,Area/29
POI/311103,PLA,Area/29
POI/311106,PLA,Area/29
POI/311110,PLA,Area/29
POI/311126,PLA,Area/29
POI/311148,PLA,Area/29
POI/311152,PLA,Area/29
POI/311155,PLA,Area/29
POI/311158,PLA,Area/29
POI/311160,PLA,Area/29
POI/311161,PLA,Area/29
POI/311268,PLA,Area/29
POI/311292,PLA,Area/29
POI/311293,PLA,Area/29
POI/311294,PLA,Area/29
POI/311295,PLA,Area/29
POI/311296,PLA,Area/29
POI/311297,PLA,Area/29
POI/311298,PLA,Area/29
POI/311299,PLA,Area/29
POI/311302,PLA,Area/29
POI/311303,PLA,Area/29
POI/311304,PLA,Area/29
POI/311306,PLA,Area/29
POI/311307,PLA,Area/29
POI/311308,PLA,Area/29
POI/311309,PLA,Area/29
POI/311310,PLA,Area/29
POI/311311,PLA,Area/29
POI/311312,PLA,Area/29
POI/311313,PLA,Area/29
POI/311316,PLA,Area/29
POI/311318,PLA,Area/29
POI/311321,PLA,Area/29
POI/311331,PLA,Area/29
POI/311332,PLA,Area/29
POI/311333,PLA,Area/29
POI/311335,PLA,Area/29
POI/311336,PLA,Area/29
POI/311338,PLA,Area/29
POI/311342,PLA,Area/29
POI/311343,PLA,Area/29
POI/311348,PLA,Area/29
POI/311349,PLA,Area/29
POI/311352,PLA,Area/29
POI/311353,PLA,Area/29
POI/311354,PLA,Area/29
POI/311355,PLA,Area/29
POI/311380,PLA,Area/29
POI/311385,PLA,Area/29
POI/311387,PLA,Area/29
POI/311389,PLA,Area/29
POI/311391,PLA,Area/29
POI/311392,PLA,Area/29
POI/311397,PLA,Area/29
POI/311400,PLA,Area/29
POI/311404,PLA,Area/29
POI/311409,PLA,Area/29
POI/311412,PLA,Area/29
POI/311413,PLA,Area/29
POI/311417,PLA,Area/29
POI/311418,PLA,Area/29
POI/311420,PLA,Area/29
POI/311421,PLA,Area/29
POI/311423,PLA,Area/29
POI/311427,PLA,Area/29
POI/311429,PLA,Area/29
POI/311431,PLA,Area/29
POI/311432,PLA,Area/29
POI/311433,PLA,Area/29
POI/311434,PLA,Area/29
POI/311435,PLA,Area/29
POI/311438,PLA,Area/29
POI/316001,PLA,Area/130
POI/316006,PLA,Area/130
POI/316013,PLA,Area/130
POI/316024,PLA,Area/130
POI/316027,PLA,Area/130
POI/316050,PLA,Area/130
POI/316052,PLA,Area/130
POI/316053,PLA,Area/130
POI/316119,PLA,Area/130
POI/316131,PLA,Area/130
POI/316154,PLA,Area/130
POI/316155,PLA,Area/130
POI/316269,PLA,Area/130
POI/316278,PLA,Area/130
POI/316300,PLA,Area/130
POI/316308,PLA,Area/130
POI/316315,PLA,Area/130
POI/316320,PLA,Area/130
POI/316326,PLA,Area/130
POI/316328,PLA,Area/130
POI/316338,PLA,Area/130
POI/316351,PLA,Area/130
POI/316370,PLA,Area/130
POI/316376,PLA,Area/130
POI/316412,PLA,Area/130
POI/316439,PLA,Area/130
POI/316440,PLA,Area/130
POI/316441,PLA,Area/130
POI/316442,PLA,Area/130
POI/316443,PLA,Area/130
POI/316444,PLA,Area/130
POI/316468,PLA,Area/130
POI/316501,PLA,Area/130
POI/316532,PLA,Area/130
POI/316779,PLA,Area/130
POI/316790,PLA,Area/130
POI/317058,PLA,Area/130
POI/317120,PLA,Area/130
POI/317122,PLA,Area/130
POI/317125,PLA,Area/130
POI/317127,PLA,Area/130
POI/317129,PLA,Area/130
POI/317132,PLA,Area/130
POI/317137,PLA,Area/130
POI/317139,PLA,Area/130
POI/317140,PLA,Area/130
POI/317142,PLA,Area/130
POI/317227,PLA,Area/130
POI/317268,PLA,Area/130
POI/317300,PLA,Area/130
POI/317827,PLA,Area/92
POI/319048,PLA,Area/129
POI/322034,PLA,Area/113
POI/322035,PLA,Area/113
POI/322038,PLA,Area/113
POI/322040,PLA,Area/113
POI/322041,PLA,Area/113
POI/322043,PLA,Area/113
POI/322045,PLA,Area/113
POI/322046,PLA,Area/113
POI/322048,PLA,Area/113
POI/322051,PLA,Area/113
POI/322056,PLA,Area/113
POI/322058,PLA,Area/113
POI/322060,PLA,Area/113
POI/322062,PLA,Area/113
POI/322063,PLA,Area/113
POI/322064,PLA,Area/113
POI/322066,PLA,Area/113
POI/322067,PLA,Area/113
POI/322073,PLA,Area/113
POI/322076,PLA,Area/113
POI/322078,PLA,Area/113
POI/322080,PLA,Area/113
POI/322082,PLA,Area/113
POI/322083,PLA,Area/113
POI/322087,PLA,Area/113
POI/322089,PLA,Area/113
POI/322091,PLA,Area/113
POI/322092,PLA,Area/113
POI/322093,PLA,Area/113
POI/322095,PLA,Area/113
POI/322096,PLA,Area/113
POI/322097,PLA,Area/113
POI/322098,PLA,Area/113
POI/322099,PLA,Area/113
POI/322100,PLA,Area/113
POI/322101,PLA,Area/113
POI/322102,PLA,Area/113
POI/322103,PLA,Area/113
POI/322104,PLA,Area/113
POI/322105,PLA,Area/113
POI/322106,PLA,Area/113
POI/322107,PLA,Area/113
POI/322108,PLA,Area/113
POI/322109,PLA,Area/113
POI/322110,PLA,Area/113
POI/322111,PLA,Area/113
POI/322112,PLA,Area/113
POI/322113,PLA,Area/113
POI/322114,PLA,Area/113
POI/322115,PLA,Area/113
POI/322116,PLA,Area/113
POI/322117,PLA,Area/113
POI/322118,PLA,Area/113
POI/322119,PLA,Area/113
POI/322120,PLA,Area/113
POI/322121,PLA,Area/113
POI/322122,PLA,Area/113
POI/322123,PLA,Area/113
POI/322124,PLA,Area/113
POI/322125,PLA,Area/113
POI/322126,PLA,Area/113
POI/322127,PLA,Area/113
POI/322128,PLA,Area/113
POI/322129,PLA,Area/113
POI/322130,PLA,Area/113
POI/322131,PLA,Area/113
POI/322132,PLA,Area/113
POI/322133,PLA,Area/113
POI/322134,PLA,Area/113
POI/322135,PLA,Area/113
POI/322136,PLA,Area/113
POI/322137,PLA,Area/113
POI/322138,PLA,Area/113
POI/322139,PLA,Area/113
POI/322140,PLA,Area/113
POI/322141,PLA,Area/113
POI/322142,PLA,Area/113
POI/322143,PLA,Area/113
POI/322144,PLA,Area/113
POI/322145,PLA,Area/113
POI/322146,PLA,Area/113
POI/322147,PLA,Area/113
POI/322148,PLA,Area/113
POI/322149,PLA,Area/113
POI/322189,PLA,Area/148
POI/322209,PLA,Area/148
POI/322460,PLA,Area/211
POI/322513,PLA,Area/148
POI/322516,PLA,Area/148
POI/322603,PLA,Area/148
POI/322607,PLA,Area/148
POI/322608,PLA,Area/148
POI/322611,PLA,Area/148
POI/322614,PLA,Area/148
POI/322616,PLA,Area/148
POI/322621,PLA,Area/148
POI/322642,PLA,Area/148
POI/322643,PLA,Area/148
POI/322654,PLA,Area/148
POI/322658,PLA,Area/148
POI/322675,PLA,Area/79
POI/322676,PLA,Area/79
POI/322677,PLA,Area/79
POI/322678,PLA,Area/79
POI/322679,PLA,Area/79
POI/322680,PLA,Area/79
POI/322681,PLA,Area/79
POI/322683,PLA,Area/79
POI/322684,PLA,Area/79
POI/322686,PLA,Area/79
POI/322687,PLA,Area/79
POI/322688,PLA,Area/79
POI/322689,PLA,Area/79
POI/322690,PLA,Area/79
POI/322691,PLA,Area/79
POI/322692,PLA,Area/79
POI/322693,PLA,Area/79
POI/322694,PLA,Area/79
POI/322695,PLA,Area/79
POI/322696,PLA,Area/79
POI/322697,PLA,Area/79
POI/322698,PLA,Area/79
POI/322699,PLA,Area/79
POI/322700,PLA,Area/79
POI/322701,PLA,Area/79
